employment_status_retired,employment_status_self-employed,employment_status_student,employment_status_unemployed,loan_purpose_car,loan_purpose_debt consolidation,loan_purpose_education,loan_purpose_home,loan_purpose_medical,loan_purpose_other,loan_purpose_vacation,age,education_level,annual_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,public_records,num_of_delinquencies,total_delinquency_impact,loan_income_ratio,loan_paid_back
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.01585683609895949,0.04137931034482763,722.0,0.8151884883900669,15.16,36.0,1.1264732607292884,33.0,3.0,-0.26041940262679286,-0.07158604751847066,0.0,2.0,3.0,0.6310919182656005,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.2136449928847743,0.06896551724137938,687.0,-1.1893598580128844,12.82,36.0,-1.103006439548573,32.0,6.0,1.128286071764771,1.5654398687539095,0.0,2.0,3.0,-0.7822222889616932,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,1.1407907344422143,1.0551724137931036,738.0,0.11582414130871266,10.22,36.0,0.246954712459012,34.0,2.0,0.5056916258561248,0.8301100797692902,0.0,0.0,0.0,-0.3080777958214541,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,1.0,-0.4215445456537451,0.7724137931034485,637.0,0.26716976067975307,14.32,36.0,0.49771521129357227,44.0,5.0,-0.3486265310640065,-0.6103631682080364,0.0,4.0,8.0,0.8338308163028415,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,1.0,-0.49272442056976706,-0.048275862068965565,764.0,-0.003121971139468015,8.5,36.0,0.09224752097133142,21.0,8.0,-0.2999980561026847,-0.6396976085013807,0.0,1.0,1.0,0.6735125554035151,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,-0.2862929533373671,0.7517241379310347,618.0,0.0719181289414423,12.33,36.0,0.24321477013840423,43.0,4.0,-0.12442314093722658,0.6456296862115988,0.0,6.0,12.0,0.41200950700391,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,2.0,-0.21196255469567912,-0.6965517241379311,720.0,-0.3342262758082844,14.09,36.0,-0.16604553774839673,31.0,1.0,-0.03512110103549455,-0.6118525079619183,0.0,1.0,2.0,-0.02730836521568599,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.2088999747346612,-0.46896551724137936,589.0,1.122428485187412,15.89,60.0,0.6788127000013168,53.0,5.0,1.8719847176519289,0.9177445644629271,0.0,5.0,9.0,0.033135134264618914,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,0.7248528914512583,0.3448275862068965,578.0,0.09636780640156395,17.24,60.0,-0.08684830846622862,64.0,4.0,1.3863825924447495,2.147602418066563,0.0,5.0,10.0,-0.2112289789093049,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,0.09198523268029772,0.4758620689655173,732.0,0.3402536889707437,12.79,60.0,-0.009310349368555577,35.0,3.0,-0.3055799045019003,-0.2352852081114166,0.0,2.0,4.0,0.23515278427102382,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.12032712450354932,-0.3241379310344828,564.0,-0.42107009430337,15.51,36.0,-0.24313575727247597,64.0,2.0,0.49961581657324666,1.0323415612695819,0.0,2.0,3.0,-0.27636060003314933,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,-0.5822409813669354,-0.013793103448275876,694.0,-0.43952529078604796,12.14,36.0,-0.3051081817822669,35.0,5.0,-0.4349660111814781,0.14127577141275763,0.0,5.0,9.0,0.28744672243499325,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,1.1066409377731294,-0.41379310344827586,440.0,-0.5016181023281202,14.32,36.0,-0.34666894926057124,63.0,4.0,1.1828824621734912,1.8431527503238605,0.0,4.0,8.0,-0.5282560274468747,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1261422621075964,-0.6413793103448276,753.0,0.36796859257515085,11.79,36.0,0.5460710852417132,25.0,6.0,0.7704624953644076,1.345114195881811,1.0,2.0,4.0,0.22637002490350497,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,4.0,-0.5661674912832935,-0.13793103448275856,619.0,0.262022460161833,13.84,36.0,0.480911808472813,43.0,8.0,-0.43273399513242083,-0.13603215782035422,0.0,4.0,8.0,1.1973527220428692,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,-0.7681425931706652,-0.26206896551724146,709.0,-0.43255354721826983,13.68,36.0,-0.27874422218417905,32.0,6.0,-0.4953365300649336,0.034487989235581426,0.0,3.0,5.0,0.7647630648840387,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,-0.6459691427521269,1.827586206896552,705.0,0.3030823084391399,13.52,36.0,0.5181005307030825,35.0,3.0,-0.4298573284853438,-0.14063651554992146,0.0,1.0,2.0,1.545839790583,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,0.04510972669543688,-0.17241379310344826,739.0,-0.4355026243864065,8.71,36.0,-0.3419281773048712,31.0,4.0,0.19335735628759623,0.8669991158314919,0.0,3.0,5.0,-0.2548340183837337,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-0.9435830065030716,0.42758620689655175,692.0,-0.7552906069792767,12.26,36.0,-0.6404124471601459,31.0,9.0,-0.6606989019089825,-0.07005562564346,0.0,1.0,1.0,0.7625827958649349,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,1.0,-0.6105404629261143,0.35862068965517235,702.0,-0.29641024775500263,13.82,60.0,-0.45473221222855786,33.0,5.0,-0.294575637421259,0.395230094865841,0.0,1.0,1.0,0.5447774407357479,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,0.39018856622568243,0.24137931034482762,610.0,-0.7953328507396054,10.52,60.0,-0.8478738954659782,43.0,1.0,-0.2433782042095774,0.13682355296693044,0.0,7.0,12.0,-0.5643447544589762,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,-0.28407644170651664,-0.19310344827586207,553.0,-0.7144514043415734,15.01,36.0,-0.5748844436835798,65.0,3.0,0.016637802051881572,0.2161450027324126,0.0,3.0,5.0,-0.3189296488242915,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,-0.7912775566033192,2.7724137931034485,818.0,-0.3686041837459495,10.09,36.0,-0.25638358112646015,12.0,6.0,-0.597623502652817,-0.04745820176332593,0.0,3.0,6.0,0.9847137011635995,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,-0.38532453632677466,-0.33793103448275863,629.0,-0.7100755402576409,9.89,36.0,-0.6108879729249246,42.0,5.0,-0.5088184374290344,0.015583441738216207,0.0,4.0,8.0,-0.2552023402685386,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,-0.07681254975603409,-0.48275862068965525,685.0,-0.3518021829510489,11.68,36.0,-0.2178779777973847,31.0,7.0,0.15876984753064022,0.1622452598116859,1.0,1.0,1.0,-0.13293367180925303,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,1.0,0.8949029273438208,0.2689655172413794,657.0,0.6052985004123727,14.12,36.0,0.8633604171879319,42.0,7.0,0.6472417076580362,1.6101471484832008,0.0,4.0,8.0,-0.052332268682593164,1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.365393356021181,0.4,806.0,0.677197693347431,7.34,36.0,0.7466320765898046,14.0,5.0,1.059168919101172,1.2967627965728483,0.0,5.0,8.0,0.23800625150228272,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.332026341047892,-0.4068965517241379,717.0,-0.1375700863790631,13.28,36.0,0.0355426208567627,33.0,6.0,-0.12045367248163191,-0.4119261397636334,0.0,0.0,0.0,-0.19102343585263307,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.6358731985706101,-0.49655172413793114,727.0,0.4665692011207646,13.75,60.0,0.10897191092616246,32.0,4.0,1.1235480857659552,-0.5192841056659243,0.0,2.0,2.0,-0.011641727776395015,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,-0.7656693186232182,-0.296551724137931,623.0,-0.1416281548775962,15.11,36.0,0.06214361905263565,42.0,4.0,-0.833068646850065,-0.4370128693130325,0.0,3.0,6.0,1.3219921463275128,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,1.3164129530151811,-0.04137931034482763,750.0,-0.5219537265751824,11.97,36.0,-0.39470877174499913,21.0,8.0,2.2822043132519703,-0.5469183781771774,0.0,4.0,7.0,-0.557475866955666,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,1.320411682022306,0.020689655172413814,759.0,-1.0424098620367857,10.14,36.0,-0.9526712933089271,25.0,5.0,2.297717216586176,1.0937936426997639,0.0,1.0,2.0,-0.7332990444709393,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,2.0,-0.37584567792560547,-0.8275862068965517,719.0,0.23411243336120918,14.53,36.0,0.46618907778816643,34.0,5.0,0.009334775735279178,-0.28237344505864476,0.0,2.0,4.0,0.7097253177103393,1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,-1.0049049607351639,-0.38620689655172424,602.0,0.9419741074811838,16.3,36.0,1.3064118940700842,53.0,5.0,-0.9155477578651365,-0.40564463829788205,0.0,1.0,1.0,8.540130997380642,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,1.4481648766411996,0.5586206896551724,693.0,0.6535565010294395,8.01,60.0,0.07512806668685877,32.0,4.0,1.0875751357752,1.598892453101486,0.0,6.0,11.0,-0.19220128597443772,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,-0.9736647054385247,0.31724137931034474,727.0,0.7404628906760544,10.73,60.0,0.21516520273384496,31.0,4.0,-0.9572710273557588,-0.8053091192602692,0.0,5.0,9.0,6.519262483897752,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.2954312145790053,-0.11724137931034494,714.0,-0.5458386170622885,11.87,60.0,-0.6614562071190592,34.0,5.0,0.9061320617532479,-0.3905607280654768,0.0,1.0,1.0,-0.40800791639171313,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,-0.2918634922090865,-0.6275862068965518,673.0,-0.37828542283587685,14.6,36.0,-0.20750095473879668,35.0,8.0,-0.14568756928901433,0.3281863304433642,0.0,2.0,4.0,-0.0009616537129227081,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,-0.37054965510428073,-0.3655172413793104,608.0,0.5331366733018159,14.44,60.0,0.1784505576991453,55.0,4.0,-0.4680746510817336,-0.5045690316199155,0.0,2.0,3.0,1.0057403961640814,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,3.0,-0.2815476064255165,0.15862068965517237,697.0,-0.35726316253124174,12.62,36.0,-0.2110828713275479,34.0,7.0,-0.20238065638329908,-0.751725844107797,0.0,3.0,6.0,0.009536990220181379,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.09004225081463056,0.07586206896551731,593.0,0.02785404208609747,16.08,36.0,0.2696050673584682,53.0,7.0,0.2033191519243153,-0.1323866838850414,0.0,3.0,6.0,0.031175754949240433,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,1.0,-0.8729541362582607,-0.42758620689655175,643.0,0.4127069659186875,13.91,60.0,0.07344245888038765,42.0,10.0,-0.7537208680993339,-0.764446403745606,0.0,2.0,4.0,3.4404731994515956,1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,-0.1379582876970946,1.931034482758621,598.0,0.3162741184517179,17.06,36.0,0.6183941951881162,53.0,6.0,0.017940363942784365,0.6221681834321223,0.0,4.0,8.0,0.43881777983111636,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,2.0,-0.695917255930985,-0.48275862068965525,665.0,-1.1893598580128844,13.79,36.0,-1.1023743366211463,42.0,7.0,-0.4154405421333715,-0.671049587248832,0.0,7.0,11.0,-0.7276371894825198,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,1.0,-0.32038883308158395,-0.8344827586206897,658.0,1.5579253464414409,16.64,36.0,2.0171062854734845,41.0,4.0,-0.04991189925850106,0.07762286206497246,0.0,3.0,5.0,1.8910753711013695,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,0.11294642350791084,-0.6000000000000001,655.0,0.6739390536401488,14.15,60.0,0.2750832927294992,45.0,5.0,0.25215829110630816,-0.6862481662588928,0.0,1.0,2.0,0.4344244701286557,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.8167651390259418,0.9241379310344827,580.0,-0.9954592691648336,12.38,36.0,-0.896124418926215,51.0,5.0,-0.00584811712448457,0.7370130273211906,0.0,4.0,7.0,-0.6977111746205965,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2.0,-0.4346358380210647,-0.42758620689655175,785.0,0.3932926195474334,11.29,60.0,-0.010284841381671725,23.0,3.0,-0.6785152482168509,-0.6990689482141806,0.0,3.0,5.0,1.0012686473796035,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,2.292544029004676,-0.37241379310344835,648.0,-0.48783515959451423,14.01,36.0,-0.33513307083503424,43.0,6.0,1.5131825622465305,-0.6101645293806013,0.0,3.0,4.0,-0.6159835977807965,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,-0.504320504557213,1.3655172413793104,652.0,0.24752982884114308,13.23,36.0,0.4511502956398065,44.0,8.0,-0.29985821604776136,-0.19050479317747865,0.0,7.0,13.0,1.0031440600766715,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,1.0,-0.4934345459216859,-0.08965517241379319,587.0,0.605156892016806,15.06,36.0,0.8901457787376377,51.0,4.0,-0.6255734308717715,-0.13948034728387368,0.0,3.0,5.0,1.4043305256449012,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,1.0,1.010228928304134,-0.4344827586206897,605.0,-0.8017645064731296,12.71,60.0,-0.837207158565653,52.0,7.0,1.2961191521654187,2.7327233315523562,0.0,2.0,4.0,-0.6319202830716062,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-0.1737850979866137,0.4206896551724138,707.0,-0.12243857066907289,13.32,36.0,0.05258306227530709,35.0,6.0,0.3183433233079466,0.7922481649045371,0.0,1.0,2.0,0.11920495812369516,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,1.0,0.1275447596776361,0.03448275862068969,791.0,0.6574606115630252,8.65,36.0,0.7635408298984683,23.0,7.0,0.3007716970961941,0.45256177498238775,1.0,0.0,0.0,0.4103793852704656,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,-0.31247093540768833,-0.4551724137931035,708.0,2.2009295520872936,11.1,60.0,1.2449398843778392,32.0,2.0,-0.18327199508510417,0.3483355307753619,0.0,2.0,3.0,2.481452626047165,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,-0.24873422621733468,1.0965517241379312,682.0,-0.22741567353831008,10.89,36.0,-0.0983578492697895,32.0,3.0,0.16832206852373657,0.5863355447703703,0.0,4.0,7.0,0.09756805462636722,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.2698860988524081,-0.48275862068965525,733.0,-1.0621732895692038,10.44,36.0,-0.9723718345470588,35.0,4.0,0.20940189293405398,-0.33067834482391234,0.0,1.0,2.0,-0.6994790482669856,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1.357021931531095,-0.7448275862068967,662.0,-0.6579529477290068,13.02,36.0,-0.529926122970357,44.0,4.0,0.4304275383644711,0.897814769744869,0.0,2.0,4.0,-0.6064603070357766,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,0.09589979868275061,0.9034482758620689,667.0,0.9974088545177502,14.72,36.0,1.3136547401135148,42.0,7.0,0.4711321453860392,-0.6626656743754333,1.0,6.0,10.0,0.6624350618182208,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.34139966693148444,-0.8758620689655173,732.0,0.19550273964905393,11.36,36.0,0.35404348341388236,33.0,3.0,-0.18598139614924483,-0.3390509714002977,0.0,1.0,2.0,-0.01123961552975789,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.9488339889664277,-0.710344827586207,665.0,0.029433140357590013,11.86,36.0,0.1888012431357571,45.0,3.0,0.6152403357788768,0.565425196567792,0.0,3.0,6.0,-0.29863625409409406,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,1.0,-0.2996163514910084,-0.5862068965517242,798.0,1.2982476578527102,6.49,36.0,1.3317486864111037,23.0,6.0,0.07221457974220914,-0.0702799972280855,0.0,3.0,6.0,1.5847129180877666,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,-0.5393379034502392,1.3379310344827586,646.0,-0.3726844814693683,10.43,60.0,-0.5583707547045577,43.0,8.0,-0.3771294905346516,-0.1261868952096667,0.0,3.0,6.0,0.30302998672671577,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,-0.5570002990087998,-0.5172413793103449,645.0,0.49739619620913506,14.86,60.0,0.16370148939252266,44.0,9.0,-0.4961993793693424,-0.2950303499812987,0.0,4.0,7.0,1.479046429003417,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,-0.5011683370228619,0.6482758620689656,594.0,-0.43972782372389324,14.35,36.0,-0.27832282023256116,51.0,9.0,-0.3758627927957658,0.22425352995868533,0.0,2.0,4.0,0.1619309353035662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0,-0.564592393801329,-0.2896551724137932,686.0,-0.2725039513476364,12.94,36.0,-0.11550364117623822,34.0,6.0,-0.33138672360326826,-0.2169079564105152,0.0,1.0,1.0,0.48005903285715695,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0,1.1068543041404424,0.9172413793103448,816.0,-0.0564317689379103,7.82,36.0,0.026614167006860846,13.0,5.0,1.4559991308217277,-0.34007486426534905,0.0,3.0,5.0,-0.3643340945822409,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,-0.8173315954987916,0.7724137931034485,796.0,-0.8859054158830694,7.13,36.0,-0.8062077774997695,25.0,4.0,-0.844238973995928,-0.6425756142397856,0.0,2.0,4.0,-0.03630881876141967,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.49903796096710556,0.2758620689655173,714.0,-0.9050390153770663,12.7,60.0,-0.9119269921118821,34.0,6.0,0.6029021633467464,-0.6801544687754437,0.0,3.0,5.0,-0.6340369823473445,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,-0.6303325770169572,-0.23448275862068968,692.0,-0.16931424282011476,15.25,36.0,0.03372532494041099,35.0,2.0,-0.7731318129645292,-0.7246685270998664,0.0,2.0,4.0,0.7799897263430278,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.2945116680006183,-0.17241379310344826,575.0,-0.3406093565689109,12.45,36.0,-0.19557001198361812,61.0,4.0,1.6178028143715193,1.1679274589060282,0.0,3.0,6.0,-0.5802790511526028,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.31727710324088415,0.5517241379310345,723.0,0.7010430652125186,7.59,36.0,0.7773944190579031,32.0,6.0,-0.16255818694957758,-0.5536919621927109,0.0,1.0,2.0,0.2841014266886254,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,-0.49701410371413635,-0.44137931034482764,632.0,-0.8608983611915604,16.43,36.0,-0.7290385451097621,44.0,4.0,-0.403167769037272,-0.09418392285048528,2.0,6.0,12.0,-0.351269846023328,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,1.0,-0.34013853690835416,-0.6551724137931035,731.0,0.6163966467625911,9.6,36.0,0.7481333210424428,33.0,3.0,-0.6266125871419781,-0.3900885093984382,0.0,3.0,5.0,1.0242919250354388,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,-0.06744053891938949,0.6344827586206897,746.0,0.07958968144079949,14.25,36.0,0.2902537629877396,22.0,8.0,-0.3022342914637441,-0.20130532796737632,0.0,3.0,5.0,0.1847662883294623,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,0.545478515173916,1.7448275862068967,850.0,-0.3296174165153673,11.09,36.0,-0.2024968065633355,13.0,5.0,-0.1923169944996747,0.11631544838990811,0.0,4.0,7.0,-0.35840688010589006,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.25773835267027706,-0.10344827586206906,661.0,0.1925470760439143,15.05,36.0,0.4319765068411972,45.0,5.0,0.7972707983073929,1.2496957778640052,0.0,0.0,0.0,0.03203138152744566,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,-0.018484957424532985,-0.18620689655172412,724.0,0.1767075183560913,10.05,60.0,-0.18964404703899296,35.0,1.0,0.13216497570203697,1.0841881010376397,0.0,2.0,4.0,0.2139446524844866,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,3.0,-0.4215609837405951,0.13103448275862062,726.0,-0.5111972516444995,11.16,36.0,-0.3921540224133163,33.0,2.0,-0.5356809886691882,0.1301122693109106,0.0,0.0,0.0,-0.013562171291700535,1
